epoch,step,train_acc,train_loss,val_acc,val_loss
0,15,,,0.10000000149011612,2.3321597576141357
0,15,0.16200000047683716,2.2346153259277344,,
1,31,,,0.125,2.3311350345611572
1,31,0.20999999344348907,2.107414484024048,,
2,47,,,0.15833333134651184,2.3289525508880615
2,47,0.27799999713897705,2.0317041873931885,,
3,63,,,0.15833333134651184,2.2981247901916504
3,63,0.28999999165534973,1.9789948463439941,,
4,79,,,0.23333333432674408,2.2940561771392822
4,79,0.33000001311302185,1.9612529277801514,,
5,95,,,0.18333333730697632,2.30466628074646
5,95,0.34599998593330383,1.9117393493652344,,
6,111,,,0.18333333730697632,2.319046974182129
6,111,0.35600000619888306,1.8778719902038574,,
7,127,,,0.25833332538604736,2.3076331615448
7,127,0.33799999952316284,1.881486177444458,,
8,143,,,0.20000000298023224,2.3357884883880615
8,143,0.3580000102519989,1.8394578695297241,,
9,159,,,0.10833333432674408,2.4391565322875977
9,159,0.3540000021457672,1.8238674402236938,,
10,175,,,0.19166666269302368,2.3115336894989014
10,175,0.3619999885559082,1.8226124048233032,,
11,191,,,0.23333333432674408,2.3067173957824707
11,191,0.40400001406669617,1.7675514221191406,,
12,207,,,0.21666666865348816,2.3172991275787354
12,207,0.3799999952316284,1.7702499628067017,,
13,223,,,0.21666666865348816,2.3312480449676514
13,223,0.3659999966621399,1.774692177772522,,
14,239,,,0.21666666865348816,2.339519500732422
14,239,0.4020000100135803,1.7599318027496338,,
15,255,,,0.21666666865348816,2.3303823471069336
15,255,0.37599998712539673,1.7605719566345215,,
16,271,,,0.2083333283662796,2.338364362716675
16,271,0.4180000126361847,1.7331626415252686,,
17,287,,,0.2083333283662796,2.3340890407562256
17,287,0.38999998569488525,1.756730318069458,,
18,303,,,0.21666666865348816,2.328119993209839
18,303,0.4099999964237213,1.7759290933609009,,
19,319,,,0.2083333283662796,2.3275837898254395
19,319,0.42399999499320984,1.7421839237213135,,
