epoch,step,train_acc,train_loss,val_acc,val_loss
0,15,,,0.10000000149011612,2.334439992904663
0,15,0.21400000154972076,2.2009589672088623,,
1,31,,,0.11666666716337204,2.381056308746338
1,31,0.2980000078678131,2.007380962371826,,
2,47,,,0.10000000149011612,2.3356921672821045
2,47,0.33000001311302185,1.8852238655090332,,
3,63,,,0.23333333432674408,2.3761937618255615
3,63,0.39800000190734863,1.7855243682861328,,
4,79,,,0.25,2.442756175994873
4,79,0.4440000057220459,1.7036851644515991,,
5,95,,,0.24166665971279144,2.5663843154907227
5,95,0.414000004529953,1.6714905500411987,,
6,111,,,0.24166665971279144,2.504957914352417
6,111,0.4480000138282776,1.5993225574493408,,
7,127,,,0.25,2.4577317237854004
7,127,0.4959999918937683,1.528030276298523,,
8,143,,,0.25,2.440659284591675
8,143,0.5059999823570251,1.4781328439712524,,
9,159,,,0.23333333432674408,2.438861131668091
9,159,0.515999972820282,1.4830482006072998,,
10,175,,,0.23333333432674408,2.456641674041748
10,175,0.5419999957084656,1.4545652866363525,,
11,191,,,0.25833332538604736,2.4784092903137207
11,191,0.5540000200271606,1.450568675994873,,
12,207,,,0.25,2.478924036026001
12,207,0.5419999957084656,1.4404478073120117,,
13,223,,,0.24166665971279144,2.4898126125335693
13,223,0.5460000038146973,1.4507839679718018,,
14,239,,,0.23333333432674408,2.4899966716766357
14,239,0.5460000038146973,1.423964500427246,,
15,255,,,0.23333333432674408,2.4861741065979004
15,255,0.550000011920929,1.4204367399215698,,
